Ticker,SimFinId,Currency,Fiscal Year,Fiscal Period,Publish Date,Restated Date,Shares (Basic),Shares (Diluted),Net Income/Starting Line,Depreciation & Amortization,Non-Cash Items,Change in Working Capital,Change in Accounts Receivable,Change in Inventories,Change in Accounts Payable,Change in Other,Net Cash from Operating Activities,Change in Fixed Assets & Intangibles,Net Change in Long Term Investment,Net Cash from Acquisitions & Divestitures,Net Cash from Investing Activities,Dividends Paid,Cash from (Repayment of) Debt,Cash from (Repurchase of) Equity,Net Cash from Financing Activities,Net Change in Cash
A,45846,USD,2021,Q2,2021-06-01,2021-06-01,307250000.0,310250000.0,925000000.0,306000000.0,215000000.0,-69000000.0,-149000000.0,-63000000.0,63000000.0,80000000.0,1377000000,-123000000.0,0.0,-547000000.0,-688000000.0,-229000000.0,435000000.0,-768000000.0,-650000000.0,58000000
AA,367153,USD,2021,Q1,2021-05-05,2021-05-05,186000000.0,186500000.0,66000000.0,665000000.0,-125000000.0,-116000000.0,,,,,490000000,55000000.0,-13000000.0,198000000.0,240000000.0,,1233000000.0,5000000.0,986000000.0,1715000000
AAC_delist,939324,USD,2017,Q1,2017-05-04,2018-05-09,22985326.0,22983467.0,-27745000.0,19240000.0,48553000.0,-39828000.0,,,,,220000,-40974000.0,,-18825000.0,-59574000.0,,-7717000.0,,51997000.0,-7357000
AAL,68568,USD,2021,Q1,2021-04-22,2021-04-22,536112000.0,536112000.0,,,,,,,,,-6201000000,85000000.0,,0.0,-11332000000.0,0.0,20785000000.0,301000000.0,17481000000.0,-52000000
AAMC,847094,USD,2021,Q1,2021-05-17,2021-05-17,1688452.0,1746918.0,-9423000.0,348000.0,-10953000.0,-1767000.0,,,,,19796000,-575000.0,-96950000.0,0.0,-46219000.0,,28407000.0,14000.0,24419000.0,-1829000
AAN,441241,USD,2020,Q4,2021-02-23,2021-02-23,33877000.0,33877000.0,-265912000.0,571260000.0,73387000.0,-22966000.0,,,,,355769000,-60607000.0,,-14434000.0,-75041000.0,0.0,-347562000.0,0.0,-253411000.0,27350000
AAOI,671827,USD,2021,Q1,2021-05-06,2021-05-06,23424052.0,23424052.0,-57277000.0,25146000.0,25485000.0,-44331000.0,,,,,-50977000,-15528000.0,,,-18569000.0,,4785000.0,54373000.0,58062000.0,-13179000
AAON,919501,USD,2021,Q1,2021-05-06,2021-05-06,52224085.0,53296975.0,73532000.0,27030000.0,24170000.0,-4677000.0,,,,,120055000,-62330000.0,-6000000.0,0.0,-55859000.0,-19815000.0,6614000.0,2679000.0,-18569000.0,45627000
AAP,184955,USD,2021,Q1,2021-06-02,2021-06-02,68633000.0,68900250.0,635363000.0,248755000.0,128448000.0,276146000.0,,,,,1288712000,-254059000.0,,18893000.0,-254059000.0,-67900000.0,-753716000.0,-615042000.0,-1439544000.0,-399605000
AAPL,111052,USD,2021,Q2,2021-04-29,2021-04-29,16999126750.0,17179630250.0,76311000000.0,10917000000.0,7437000000.0,4926000000.0,,,,,99591000000,-9118000000.0,-8850000000.0,-399000000.0,-18586000000.0,-14227000000.0,13466000000.0,-75390000000.0,-84048000000.0,-3043000000
AAWW,762204,USD,2021,Q1,2021-05-05,2021-05-05,27039250.0,27568000.0,426866000.0,339921000.0,264342000.0,-5309000.0,,,,,1025820000,-13229000.0,0.0,0.0,-309215000.0,,-226698000.0,0.0,-238200000.0,478405000
ABAX,36105,USD,2017,Q4,2018-07-30,2018-07-30,22672000.0,23135000.0,27177000.0,8006000.0,15042000.0,-6709000.0,,,,,43516000,-6046000.0,-66141000.0,-1250000.0,-73437000.0,-13611000.0,0.0,0.0,-16201000.0,-45055000
ABBV,61199,USD,2021,Q1,2021-05-07,2021-05-07,1739000000.0,1745750000.0,5167000000.0,8127000000.0,6301000000.0,-945000000.0,,,,,18650000000,-861000000.0,1446000000.0,-39796000000.0,-37770000000.0,-8275000000.0,-2683000000.0,-854000000.0,-12253000000.0,-31387000000
ABC,187024,USD,2021,Q2,2021-05-05,2021-05-05,204338250.0,204667250.0,-3744525000.0,407210000.0,-1298462000.0,6296260000.0,,,,,1660483000,-340543000.0,0.0,-188120000.0,-526303000.0,-355402000.0,2036692000.0,117655000.0,1815062000.0,2949242000
ABCD,358762,USD,2018,Q3,2018-11-01,2018-11-01,47015250.0,48196750.0,43175000.0,19954000.0,-20178000.0,13924000.0,,,,,56875000,-16304000.0,,-1044000.0,-17348000.0,,-26901000.0,1536000.0,-25365000.0,14162000
ABG,545489,USD,2020,Q4,2021-03-01,2021-03-01,19200000.0,19300000.0,254400000.0,38500000.0,48000000.0,311600000.0,,,,,652500000,-44600000.0,,-776200000.0,-820800000.0,,97500000.0,0.0,166200000.0,-2100000
ABIO,953886,USD,2021,Q1,2021-05-11,2021-05-11,7400952.0,7400952.0,-12518000.0,8000.0,245000.0,1001000.0,,,,,-11264000,-22000.0,0.0,,-22000.0,,-408000.0,74964000.0,71545000.0,60259000
ABM,199984,USD,2021,Q2,2021-06-09,2021-06-09,67050000.0,67575000.0,214800000.0,91600000.0,10100000.0,183900000.0,,,,,500400000,-31600000.0,0.0,0.0,-31600000.0,-50100000.0,-556900000.0,0.0,-589300000.0,-120500000
ABMC,160965,USD,2021,Q1,2021-05-20,2021-05-20,37394372.0,37394372.0,-1027000.0,77000.0,290000.0,-613000.0,,,,,-1273000,-4000.0,,,-4000.0,,807000.0,0.0,759000.0,-518000
ABMD,445587,USD,2020,Q4,2021-05-21,2021-05-21,45140000.0,45674000.0,225525000.0,24097000.0,42342000.0,-17386000.0,,,,,274578000,-53383000.0,-117778000.0,-52183000.0,-223344000.0,,0.0,3244000.0,-8067000.0,40369000
ABT,63877,USD,2021,Q1,2021-05-05,2021-05-05,1774985250.0,1788731250.0,5724000000.0,3433000000.0,1389000000.0,-723000000.0,,,,,9823000000,-2214000000.0,-51000000.0,1000000.0,-2244000000.0,-2722000000.0,-78000000.0,-200000000.0,-3011000000.0,4677000000
ABTL,445589,USD,2021,Q1,2021-05-06,2021-05-06,13170869.0,13155216.0,-2449000.0,3053000.0,832000.0,1769000.0,,,,,3205000,-559000.0,-125000.0,25011000.0,-559000.0,,4881000.0,201000.0,5023000.0,7669000
ABUS,953888,USD,2021,Q1,2021-05-05,2021-05-05,82273076.0,82273076.0,-66265000.0,1921000.0,9726000.0,749000.0,,,,,-53869000,-328000.0,8541000.0,-2500000.0,5713000.0,,0.0,101139000.0,101139000.0,53005000
AC,919941,USD,2021,Q1,2021-05-07,2021-05-07,22219250.0,22219250.0,116305000.0,-735000.0,-204626000.0,25606000.0,,,,,-63450000,-175074000.0,21877000.0,,-162755000.0,-4468000.0,0.0,-8414000.0,152891000.0,-72282000
ACA,919864,USD,2020,Q4,2021-02-25,2021-02-25,48000000.0,48500000.0,106600000.0,114500000.0,31100000.0,7700000.0,,,,,259900000,-72500000.0,,-455700000.0,-528200000.0,-9800000.0,146500000.0,0.0,123700000.0,-144600000
ACAD,445591,USD,2021,Q1,2021-05-06,2021-05-06,158491750.0,158491750.0,-260009000.0,3163000.0,121246000.0,-11713000.0,,,,,-147313000,-7729000.0,201507000.0,,193778000.0,,0.0,84968000.0,84968000.0,131428000
ACAN,654226,USD,2021,Q2,2021-05-13,2021-05-13,23600565.0,23600565.0,-2113620.0,450844.0,697106.0,98282.0,,,,,-867388,-7930.0,,,21785.0,,797000.0,0.0,797000.0,-48603
ACAT,33956,USD,2016,Q3,2017-02-06,2017-02-06,13044500.0,13004500.0,-77451000.0,20954000.0,13676000.0,-6052000.0,,,,,-48873000,-30357000.0,,-8428000.0,-30348000.0,-2000.0,79075000.0,-16000.0,78714000.0,-497000
ACCO,120923,USD,2021,Q1,2021-04-28,2021-04-28,94675000.0,95500000.0,33600000.0,75299999.0,19600000.0,-26500000.0,,,,,101999999,-12200000.0,,-321800000.0,-334000000.0,-24600000.0,257300000.0,4800000.0,213800000.0,-18300001
ACER,1053636,USD,2021,Q1,2021-05-17,2021-05-17,12131741.0,12131741.0,-19449914.0,67739.0,2480832.0,7949312.0,,,,,-8952031,-16224.0,,0.0,-16224.0,,,13298813.0,17861292.0,8893037
ACET,1154966,USD,2021,Q1,2021-05-17,2021-05-17,7847968.0,7847968.0,-53511000.0,1239000.0,15209000.0,-11283000.0,,,,,-48346000,-1353000.0,55853000.0,64114000.0,118614000.0,,,145148000.0,145148000.0,215416000
ACET_delis,191612,USD,2019,Q2,2019-02-20,2019-02-20,35439500.0,35368500.0,-346153000.0,32425000.0,272618000.0,41512000.0,-5432000.0,-37899000.0,26407000.0,58436000.0,402000,-5333000.0,1954000.0,0.0,-3379000.0,-2665000.0,-16464000.0,11000.0,-19118000.0,-23148000
ACHC,445598,USD,2021,Q1,2021-04-30,2021-04-30,87994250.0,89087500.0,147333000.0,97315000.0,121117000.0,196277000.0,,,,,689298000,-216682000.0,,-8349000.0,1160925000.0,-74441000.0,-1655058000.0,0.0,-1686558000.0,117503000
ACI,1077533,USD,2020,Q4,2021-04-28,2021-04-28,498825000.0,552550000.0,850200000.0,1536900000.0,431800000.0,1083600000.0,,,,,3902500000,-1468600000.0,,-97900000.0,-1572000000.0,-159700000.0,-432600000.0,-1881200000.0,-1041800000.0,1288700000
ACIA,353923,USD,2020,Q4,2021-03-01,2021-03-01,41938000.0,43233000.0,90391000.0,11070000.0,41737000.0,-12146000.0,,,,,131052000,-12879000.0,-35272000.0,,-48160000.0,,0.0,2176000.0,2176000.0,85068000
ACIW,1057787,USD,2021,Q1,2021-05-06,2021-05-06,116768250.0,118450250.0,95142000.0,140077000.0,69309000.0,44397000.0,,,,,348925000,-48894000.0,0.0,0.0,-32960000.0,,-228958000.0,18187000.0,-239426000.0,65240000
ACLS,670942,USD,2021,Q1,2021-05-06,2021-05-06,33467750.0,34274500.0,55241000.0,10221000.0,20277000.0,-40615000.0,,,,,45124000,-7323000.0,,,-7323000.0,,48940000.0,-4213000.0,-9894000.0,26103000
ACM,445606,USD,2021,Q2,2021-05-12,2021-05-12,154833000.0,156764000.0,-51569000.0,192513000.0,487452000.0,273441000.0,,,,,901837000,-143373000.0,7380000.0,-107349000.0,-316109000.0,,-124347000.0,-700011000.0,-915150000.0,-320067000
ACN,61372,USD,2021,Q3,2021-06-24,2021-06-24,635328673.0,646503112.0,5858546000.0,1891851000.0,917930000.0,1026523000.0,-494119000.0,,408123000.0,1112519000.0,9694850000,-532555000.0,0.0,-1194310000.0,-1704792000.0,-2187365000.0,-7798000.0,-2333061000.0,-4572094000.0,3567119000
ACPW,95192,USD,2016,Q4,2017-03-14,2017-03-14,23211000.0,23211000.0,-1446000.0,1000.0,0.0,-27000.0,,,,,-7169000,-3000.0,0.0,,-3166000.0,,0.0,0.0,-33000.0,-10691000
ACRX,113247,USD,2021,Q1,2021-05-17,2021-05-17,93556794.0,93556794.0,-33410000.0,1816000.0,1738000.0,-3993000.0,,,,,-33849000,-1806000.0,-4130000.0,,-5936000.0,,-6750000.0,57261000.0,50262000.0,10477000
ACT,353702,USD,2013,Q3,2013-10-31,2013-10-31,130250000.0,132225000.0,-573600000.0,786900000.0,654200000.0,-85900000.0,77400000.0,-268400000.0,,105100000.0,781600000,-163500000.0,75200000.0,-5321400000.0,-5563600000.0,,5051900000.0,-120400000.0,4946000000.0,146000000
