Ticker,SimFinId,Currency,Fiscal Year,Fiscal Period,Publish Date,Restated Date,Shares (Basic),Shares (Diluted),Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Research & Development,Depreciation & Amortization,Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Abnormal Gains (Losses),Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Extraordinary Gains (Losses),Net Income,Net Income (Common)
STRT,202406,USD,2021,Q3,2021-05-06,2021-05-06,3768750.0,3789000.0,417355000.0,-361732000.0,55623000.0,-41876000.0,-41876000.0,,,13747000,715000.0,-387000.0,14462000,556000.0,14462000,-1261000.0,13201000,,9104000,9104000
STZ,256994,USD,2020,Q4,2021-04-20,2021-04-20,193519000.0,218588000.0,8614900000.0,-4148899999.0,4466000001.0,-1665100000.0,-1665100000.0,,,2800900001,-235400000.0,-385700000.0,2565500001,-22600000.0,2542900001,-511100000.0,2031800001,,1998000001,1998000001
SVT,250129,USD,2021,Q1,2021-05-14,2021-05-14,2383750.0,2400000.0,43456000.0,-38935000.0,4521000.0,-7703000.0,-7703000.0,,212000.0,-3182000,-199000.0,-199000.0,-3381000,1730000.0,-1651000,394000.0,-1257000,-200000.0,-1257000,-1257000
SWK,244442,USD,2021,Q1,2021-04-28,2021-04-28,155966000.0,157940250.0,15602300000.0,-10093200000.0,5509100000.0,-3440900000.0,-3158100000.0,,,2068200000,-200100000.0,-200100000.0,1868100000,-142800000.0,1725300000,-148000000.0,1588400000,0.0,1588000000,1555200000
SWKS,353611,USD,2021,Q2,2021-04-30,2021-04-30,166050000.0,167675000.0,4375300000.0,-2242200000.0,2133100000.0,-760899998.0,-254199999.0,-495499999.0,-11200000.0,1372200002,-4000000.0,581000.0,1368200002,-11800000.0,1356400002,-145500000.0,1210900002,,1210900002,1210900002
SWY,86808,USD,2015,Q4,2016-03-03,2016-03-03,228800000.0,230700000.0,36330200000.0,-26648200000.0,9682000000.0,-9147500000.0,-9147500000.0,,,534500000,-153900000.0,-198900000.0,380600000,-215600000.0,165000000,-61800000.0,103200000,9300000.0,113400000,113400000
SXC,112269,USD,2021,Q1,2021-04-28,2021-04-28,82775000.0,83100000.0,1310200000.0,-1017800000.0,292400000.0,-212500000.0,-80500000.0,,-132000000.0,79900000,-54400000.0,-54400000.0,25500000,2800000.0,28300000,-7200000.0,21100000,6000000.0,15300000,15300000
SXT,134902,USD,2021,Q1,2021-05-04,2021-05-04,42295750.0,42366500.0,1341026000.0,-913559000.0,427467000.0,-262475000.0,-262475000.0,,,164992000,-13937000.0,-13937000.0,151055000,,151055000,-30688000.0,120367000,0.0,120367000,120367000
SYK,105030,USD,2021,Q1,2021-04-28,2021-04-28,375875000.0,380800000.0,14716000000.0,-5481000000.0,9235000000.0,-7159000000.0,-5606000000.0,-1018000000.0,-535000000.0,2076000000,-316000000.0,,1760000000,-29000000.0,1731000000,-323000000.0,1408000000,,1408000000,1408000000
SYNA,260659,USD,2021,Q3,2021-05-06,2021-05-06,34475000.0,36500000.0,1289400000.0,-727000000.0,562400000.0,-474400000.0,-148000000.0,-299400000.0,-11500000.0,88000000,-23200000.0,-34700000.0,64800000,125400000.0,190200000,-37700000.0,150600000,,150600000,150600000
SYNH,336622,USD,2021,Q1,2021-04-29,2021-04-29,104170250.0,105418750.0,4461167000.0,-3419378000.0,1041789000.0,-678434000.0,-454251000.0,,-224183000.0,363355000,-94113000.0,-88015000.0,269242000,-60348000.0,208894000,-10957000.0,197937000,,197937000,197937000
SYUT,53873,USD,2016,Q4,2017-02-09,2017-02-09,57083000.0,57083000.0,365039000.0,-188215000.0,176824000.0,-122166000.0,-122166000.0,,,54658000,-20079000.0,-7586000.0,34579000,-8164000.0,26415000,-5454000.0,20961000,,20236000,20236000
SYY,247719,USD,2021,Q3,2021-05-05,2021-05-05,509239808.0,511097330.0,44027514000.0,-36020888000.0,8006626000.0,-7670648000.0,,,,335978000,-629513000.0,-603257000.0,-293535000,,-293535000,48232000.0,-245303000,,-245303000,-245303000
T,66790,USD,2021,Q1,2021-05-06,2021-05-06,7150500000.0,7176500000.0,172920000000.0,-81819000000.0,91101000000.0,-65764000000.0,-38661000000.0,,-27103000000.0,25337000000,-5637000000.0,-7777000000.0,19700000000,-18757000000.0,943000000,-1785000000.0,-842000000,2000000.0,-2236000000,-2447000000
TA,133962,USD,2021,Q1,2021-05-04,2021-05-04,12541500.0,12541500.0,5071785000.0,-3653719000.0,1418066000.0,-1383817000.0,-143740000.0,,-123058000.0,34249000,-36642000.0,-34407000.0,-2393000,51500000.0,-2393000,287000.0,-2106000,0.0,-1157000,-1157000
TAP,248956,USD,2021,Q1,2021-04-29,2021-04-29,216875000.0,216975000.0,9449600000.0,-5574100000.0,3875500000.0,-2350200000.0,-2350200000.0,,,1525300000,-255500000.0,-267700000.0,1269800000,-1628700000.0,-358900000,-389400000.0,-748300000,700000.0,-747900000,-747900000
TAYD,338837,USD,2021,Q3,2021-03-26,2021-03-26,2616339.0,3496194.0,22985707.0,-17911611.0,5074096.0,-5512253.0,-5512253.0,,,-438157,2135417.0,26861.0,1697260,,1697260,282000.0,1979260,,1979260,1979260
TBI,108139,USD,2021,Q1,2021-04-26,2021-04-26,34719750.0,34817750.0,1810814000.0,-1385754000.0,425060000.0,-418226000.0,-388327000.0,,-29899000.0,6834000,1932000.0,1932000.0,8766000,0.0,8766000,6785000.0,15551000,,15551000,15551000
TBTC,263057,USD,2021,Q1,2021-05-17,2021-05-17,4486788.0,4500302.0,5452784.0,-1306835.0,4145949.0,-3669107.0,-3669107.0,,,476842,542752.0,69352.0,1019594,0.0,1019594,-86500.0,933094,,933094,933094
TCMD,201913,USD,2021,Q1,2021-05-03,2021-05-03,19439924.0,19439924.0,186227000.0,-54260000.0,131967000.0,-135228000.0,-130378000.0,-4850000.0,,-3261000,1091000.0,,-2170000,,-2170000,591000.0,-1579000,,-1579000,-1579000
TECD,181744,USD,2020,Q1,2020-06-03,2020-06-03,35855250.0,36148750.0,36767171000.0,-34447244000.0,2319927000.0,-1713640000.0,-1713640000.0,,,606287000,-98209000.0,-76782000.0,508078000,-35467000.0,472611000,-105446000.0,367165000,,367165000,367165000
TECH,176917,USD,2021,Q3,2021-05-07,2021-05-07,38596250.0,40081000.0,847838000.0,-277619000.0,570219000.0,-362197000.0,-295535000.0,-66662000.0,720000.0,208022000,-5437000.0,2646000.0,202585000,0.0,202585000,-18800000.0,183785000,,184295000,184295000
TEL,104745,USD,2021,Q2,2021-04-23,2021-04-23,330250000.0,331000000.0,13069000000.0,-9037000000.0,4032000000.0,-2065000000.0,-1435000000.0,-630000000.0,,1967000000,-31000000.0,-38000000.0,1936000000,-426000000.0,1510000000,-460000000.0,1050000000,26000000.0,1076000000,1076000000
TESO,141183,USD,2017,Q3,2017-11-07,2017-11-07,46683250.0,46683250.0,152684000.0,-174561000.0,-21877000.0,-34159000.0,-30266000.0,-3893000.0,,-56036000,-1301000.0,-61000.0,-57337000,0.0,-57337000,-1640000.0,-58977000,,-58977000,-58977000
TESS,42813,USD,2020,Q4,2021-06-11,2021-06-11,8697369.0,8697369.0,373340700.0,-305625100.0,67715600.0,-85507100.0,-85507100.0,,,-17791500,-426300.0,-426300.0,-18217800,-9596600.0,-18217800,3844500.0,-14373300,5630400.0,-8742900,-8742900
TGT,72458,USD,2021,Q1,2021-05-28,2021-05-28,500500000.0,505300000.0,98143000000.0,-68383000000.0,29760000000.0,-21315000000.0,-19064000000.0,,-2251000000.0,8445000000,-619000000.0,-968000000.0,7826000000,0.0,7826000000,-1645000000.0,6181000000,0.0,6181000000,6181000000
THMO,258731,USD,2021,Q1,2021-05-13,2021-05-13,8105667.0,8105667.0,8061000.0,-7586000.0,475000.0,-9824000.0,-7577000.0,-2247000.0,,-9349000,-5889000.0,-5896000.0,-15238000,639000.0,-14599000,0.0,-14599000,,-14162000,-14162000
THO,43246,USD,2021,Q3,2021-06-08,2021-06-08,55267638.0,55505672.0,11048692000.0,-9402326000.0,1646366000.0,-886636000.0,-774937000.0,,-111699000.0,759730000,-68603000.0,-99461000.0,691127000,0.0,691127000,-141850000.0,549277000,0.0,549277000,549277000
TIF,249289,USD,2020,Q3,2020-11-24,2020-11-24,121400000.0,121775000.0,3668600000.0,-1395200000.0,2273400000.0,-1885200000.0,-1885200000.0,,,388200000,-21700000.0,-10700000.0,366500000,0.0,366500000,-79000000.0,287500000,2160000.0,287500000,287500000
TIVO,176762,USD,2017,Q2,2017-08-29,2017-08-29,94340122.0,89181543.0,470341000.0,-176189000.0,294152000.0,-228805000.0,-122346000.0,-106459000.0,,65347000,-13523000.0,-13523000.0,51824000,-16566000.0,35258000,-12239000.0,23019000,,23019000,23019000
TJX,256569,USD,2021,Q1,2021-05-28,2021-05-28,1200456500.0,1218926500.0,37814735000.0,-27374985000.0,10439750000.0,-7771989000.0,-7771989000.0,,,2667761000,-202071000.0,-202071000.0,2465690000,-312233000.0,2153457000,-641568000.0,1511889000,3611000.0,1511889000,1511889000
TLCC,156530,USD,2021,Q1,2021-05-17,2021-05-17,257663861.0,259655211.0,69380000.0,-56547000.0,12833000.0,-13694000.0,-12006000.0,,,-861000,-9008000.0,-8965000.0,-9869000,1065000.0,-8804000,-38000.0,-8842000,,-8842000,-8842000
TMED,169714,USD,2016,Q3,2016-08-22,2016-08-22,18395960.0,18395960.0,5082000.0,-3451000.0,1631000.0,-2255000.0,-1878000.0,-377000.0,,-624000,73000.0,-59000.0,-551000,-28000.0,-579000,-19000.0,-598000,,-598000,-598000
TMO,372802,USD,2021,Q1,2021-05-07,2021-05-07,395250000.0,398250000.0,35894000000.0,-17421000000.0,18473000000.0,-8461000000.0,-7205000000.0,-1256000000.0,,10012000000,-787000000.0,-511000000.0,9225000000,-75000000.0,9150000000,-1226000000.0,7924000000,0.0,7924000000,7924000000
TNL,116466,USD,2021,Q1,2021-04-28,2021-04-28,85950000.0,86100000.0,2230000000.0,-1176000000.0,1054000000.0,-787000000.0,-661000000.0,,-126000000.0,267000000,-186000000.0,-198000000.0,81000000,-144000000.0,-63000000,-27000000.0,-90000000,-2000000.0,-92000000,-92000000
TOL,200636,USD,2021,Q2,2021-06-03,2021-06-03,126096250.0,127462750.0,7690656000.0,-6107268000.0,1583388000.0,-869692000.0,-869692000.0,,,713696000,36631000.0,0.0,750327000,-34240000.0,716087000,-177644000.0,538443000,,538443000,538443000
TPB,58275,USD,2021,Q1,2021-05-05,2021-05-05,19249603.0,20374200.0,422063000.0,-220597000.0,201466000.0,-122081000.0,-122081000.0,,,79385000,-21358000.0,-21403000.0,58027000,-6695000.0,51332000,-11262000.0,40070000,,40325000,40325000
TPCS,74307,USD,2020,Q4,2021-06-10,2021-06-10,29430105.0,30216800.0,15595558.0,-12131274.0,3464284.0,-2841036.0,-2841036.0,,,623248,-197737.0,-202337.0,425511,-495000.0,425511,-104880.0,320631,,320631,320631
TPIC,180206,USD,2021,Q1,2021-05-06,2021-05-06,35879000.0,35879000.0,1718181000.0,-1642939000.0,75242000.0,-32922000.0,-32922000.0,,,42320000,-32085000.0,-11332000.0,10235000,-11357000.0,-1122000,-19210000.0,-20332000,,-20332000,-20332000
TPR,331230,USD,2021,Q3,2021-05-06,2021-05-06,277600000.0,279975000.0,4845700000.0,-1431000000.0,3414700000.0,-3464100000.0,-3464100000.0,,,-49400000,-74000000.0,-75300000.0,-123400000,477700000.0,354300000,-13700000.0,340600000,,340600000,340600000
TRIP,89539,USD,2021,Q1,2021-05-06,2021-05-06,135000000.0,135000000.0,449000000.0,-48000000.0,401000000.0,-752000000.0,-424000000.0,,-122000000.0,-351000000,-52000000.0,-42000000.0,-403000000,-35000000.0,-438000000,85000000.0,-353000000,,-353000000,-353000000
TRN,247970,USD,2021,Q1,2021-04-27,2021-04-27,113950000.0,114075000.0,1783000000.0,-1322400000.0,460600000.0,-218500000.0,,,,242100000,-212900000.0,-208400000.0,29200000,-530900000.0,-501700000,114800000.0,-386900000,-300000.0,-305700000,-305700000
TRNS,60740,USD,2020,Q4,2021-06-08,2021-06-08,7415750.0,7543750.0,173335000.0,-127217000.0,46118000.0,-35045000.0,-35045000.0,,,11073000,-1091000.0,-1091000.0,9982000,,9982000,-2191000.0,7791000,,7791000,7791000
TRT,288723,USD,2021,Q3,2021-05-14,2021-05-14,4662832.0,4770310.0,30333000.0,-23562000.0,6771000.0,-7742000.0,-7390000.0,-352000.0,,-971000,1009000.0,-140000.0,38000,1000.0,39000,-1000.0,38000,-8000.0,602000,602000
TRUE,81812,USD,2021,Q1,2021-05-06,2021-05-06,104204250.0,104204250.0,278678000.0,-20832000.0,257846000.0,-266548000.0,-202494000.0,-44224000.0,-19830000.0,-8702000,6903000.0,6080000.0,-1799000,-15748000.0,-17547000,-320000.0,-17867000,96662000.0,78795000,78795000
TSLA,56317,USD,2021,Q1,2021-04-28,2021-04-28,944500000.0,1117500000.0,35940000000.0,-28329000000.0,7611000000.0,-5407000000.0,-3574000000.0,-1833000000.0,,2204000000,-688000000.0,-648000000.0,1516000000,101000000.0,1617000000,-359000000.0,1258000000,,1143000000,1143000000
TSN,138054,USD,2021,Q2,2021-05-10,2021-05-10,363000000.0,364500000.0,43242000000.0,-37889000000.0,5353000000.0,-2087000000.0,-2087000000.0,,,3266000000,-418000000.0,-458000000.0,2848000000,-29000000.0,2848000000,-637000000.0,2211000000,0.0,2202000000,2202000000
TSRI,333363,USD,2021,Q3,2021-04-14,2021-04-14,1962062.0,1962062.0,62539478.0,-52194779.0,10344699.0,-10497346.0,-10497346.0,,,-152647,-196385.0,-196385.0,-349032,4208.0,-344824,235000.0,-109824,,-134511,-134511
TSRO,349753,USD,2018,Q3,2018-11-02,2018-11-02,54707250.0,54707250.0,219372000.0,-73690000.0,145682000.0,-764089000.0,-377706000.0,-386383000.0,,-618407000,-43057000.0,-43385000.0,-661464000,14627000.0,-646837000,-1783000.0,-648620000,,-648620000,-648620000
TSSI,363007,USD,2021,Q1,2021-05-17,2021-05-17,17843000.0,21803000.0,39635000.0,-33128000.0,6507000.0,-7237000.0,-6690000.0,,-547000.0,-730000,526000.0,-370000.0,-204000,1140000.0,-204000,-48000.0,-252000,-8723.0,-252000,-252000
TST,122759,USD,2018,Q3,2018-11-14,2018-11-14,4786282.0,4830066.0,59183817.0,-24376707.0,34807110.0,-36836401.0,-31783334.0,,-5053067.0,-2029291,101750.0,101750.0,-1927541,26795751.0,24868210,3451985.0,28320195,-78197.0,28241998,50609518
TTC,181580,USD,2021,Q2,2021-06-03,2021-06-03,107975250.0,108971250.0,3704022000.0,-2391064000.0,1312958000.0,-781344000.0,-781344000.0,,,531614000,-18985000.0,-30987000.0,512629000,,512629000,-98013000.0,414616000,,414616000,414616000
TTWO,372538,USD,2020,Q4,2021-05-19,2021-05-19,114602000.0,115744000.0,3372772000.0,-1535085000.0,1837687000.0,-1208575000.0,-835668000.0,-317311000.0,-55596000.0,629112000,8796000.0,,637908000,39908000.0,677816000,-88930000.0,588886000,-13000.0,588886000,588886000
TUP,125534,USD,2021,Q1,2021-05-05,2021-05-05,49225000.0,53425000.0,1824500000.0,-578100001.0,1246399999.0,-956100000.0,-956100000.0,,,290299999,-29200000.0,-38900000.0,261099999,25600000.0,286699999,-121400000.0,165299999,,165299999,165299999
TWIN,231580,USD,2021,Q3,2021-05-04,2021-05-04,13220750.0,13227250.0,211597000.0,-164061000.0,47536000.0,-55301000.0,-55301000.0,,,-7765000,-4621000.0,-2227000.0,-12386000,-1013000.0,-13399000,3712000.0,-9687000,,-9958000,-9958000
TWTR,30388,USD,2021,Q1,2021-04-30,2021-04-30,791597250.0,810735750.0,3944730000.0,-1463359000.0,2481371000.0,-2395088000.0,-1471756000.0,-923332000.0,,86283000,-71683000.0,-66511000.0,14600000,,14600000,-1073825000.0,-1059225000,,-1059225000,-1059225000
TWX,121635,USD,2018,Q1,2018-04-26,2018-04-26,778425000.0,791375000.0,31532000000.0,-18031000000.0,13501000000.0,-5723000000.0,-5565000000.0,,-195000000.0,7778000000,-2093000000.0,-953000000.0,5685000000,-123000000.0,5562000000,-99000000.0,5463000000,0.0,5466000000,5466000000
TXN,252464,USD,2021,Q1,2021-04-28,2021-04-28,918750000.0,931000000.0,15421000000.0,-5443000000.0,9978000000.0,-3170000000.0,-1631000000.0,-1539000000.0,,6808000000,143000000.0,-191000000.0,6951000000,-219000000.0,6732000000,-558000000.0,6174000000,,6174000000,6174000000
TYPE,344785,USD,2019,Q2,2019-07-26,2019-07-26,40164498.0,40283978.0,243959000.0,-43163000.0,200796000.0,-155285000.0,-122191000.0,-29735000.0,-3359000.0,45511000,-3783000.0,-3063000.0,41728000,-3187000.0,38541000,-12797000.0,25744000,,25744000,25744000
UA,80553,USD,2021,Q1,2021-05-07,2021-05-07,454874750.0,455677750.0,4801622000.0,-2443870000.0,2357752000.0,-2133871000.0,-2133871000.0,,,223881000,104003000.0,-55436000.0,327884000,-172249000.0,155635000,-37721000.0,117914000,342000.0,118256000,118256000
UAL,219075,USD,2021,Q1,2021-04-22,2021-04-22,296425000.0,296425000.0,10597000000.0,-15076000000.0,-4479000000.0,-6345000000.0,-249000000.0,,-2496000000.0,-10824000000,-1794000000.0,-1214000000.0,-12618000000,4159000000.0,-8459000000,1737000000.0,-6722000000,,-6722000000,-6722000000
UFI,249809,USD,2021,Q3,2021-05-05,2021-05-05,18460500.0,18581000.0,569202000.0,-512563000.0,56639000.0,-53663000.0,-47176000.0,,,2976000,-4811000.0,-3181000.0,-1835000,3049000.0,1214000,-5807000.0,-4593000,,-4593000,-4593000
ULTA,178804,USD,2021,Q1,2021-05-27,2021-05-27,56334000.0,56592750.0,6917262000.0,-4517920000.0,2399342000.0,-1660934000.0,-1645980000.0,,,738408000,-4821000.0,-4821000.0,733587000,-94780000.0,638807000,-154174000.0,484633000,,484633000,484633000
ULTI,373736,USD,2018,Q4,2019-03-01,2019-03-01,30854000.0,31578000.0,1140544000.0,-431734000.0,708810000.0,-628214000.0,-424485000.0,-203729000.0,,80596000,2765000.0,-693000.0,83361000,,83361000,-18221000.0,65140000,,65140000,65140000
UNFI,52168,USD,2021,Q3,2021-06-09,2021-06-09,55421000.0,56663500.0,27212164000.0,-23152314000.0,4059850000.0,-3626639000.0,,,,433211000,-205617000.0,-209561000.0,227594000,-18487000.0,209107000,-31128000.0,177979000,-13250000.0,158841000,158841000
UNH,367714,USD,2021,Q1,2021-05-05,2021-05-05,948000000.0,959750000.0,262916000000.0,-193930000000.0,68986000000.0,-44838000000.0,-41704000000.0,,-2926000000.0,24148000000,-1623000000.0,-1623000000.0,22525000000,,22525000000,-5243000000.0,17282000000,,16883000000,16883000000
UNP,367644,USD,2021,Q1,2021-04-22,2021-04-22,673125000.0,674850000.0,19305000000.0,-7182000000.0,12123000000.0,-4439000000.0,,,-2212000000.0,7684000000,-868000000.0,-1153000000.0,6816000000,,6816000000,-1600000000.0,5216000000,,5216000000,5216000000
UPS,106423,USD,2021,Q1,2021-05-05,2021-05-05,869000000.0,872750000.0,89501000000.0,-67918000000.0,21583000000.0,-12206000000.0,,,-2772000000.0,9377000000,-2579000000.0,-711000000.0,6798000000,,6798000000,-1628000000.0,5170000000,,5170000000,5170000000
URBN,46954,USD,2021,Q1,2021-06-09,2021-06-09,97794485.0,98675892.0,3788681000.0,-2636999000.0,1151682000.0,-874504000.0,-874504000.0,,,277178000,-776000.0,-286000.0,276402000,-968000.0,275434000,-82209000.0,193225000,,193225000,193225000
URI,102754,USD,2021,Q1,2021-04-28,2021-04-28,72232250.0,72531000.0,8462000000.0,-5292000000.0,3170000000.0,-1340000000.0,-962000000.0,,-378000000.0,1830000000,-626000000.0,-632000000.0,1204000000,-16000000.0,1188000000,-268000000.0,920000000,1000000.0,920000000,920000000
USAP,114434,USD,2021,Q1,2021-04-21,2021-04-21,8840844.0,8840844.0,158275000.0,-166088000.0,-7813000.0,-19075000.0,-19075000.0,,,-26888000,-1517000.0,-2607000.0,-28405000,0.0,-28405000,6240000.0,-22165000,,-22165000,-22165000
USAT,234192,USD,2021,Q3,2021-05-07,2021-05-07,65236941.0,65236941.0,150567000.0,-100225000.0,50342000.0,-59572000.0,-55363000.0,,-4209000.0,-9230000,-3031000.0,-3031000.0,-12261000,-10428000.0,-22689000,-88000.0,-22777000,,-22777000,-23445000
USFD,365184,USD,2021,Q1,2021-05-10,2021-05-10,220500000.0,220500000.0,22841000000.0,-19185000000.0,3656000000.0,-3537000000.0,-3537000000.0,,,119000000,-218000000.0,-240000000.0,-99000000,-65000000.0,-164000000,46000000.0,-118000000,-1000000.0,-118000000,-161000000
V,107326,USD,2021,Q2,2021-04-29,2021-04-29,2138500000.0,2652500000.0,21354000000.0,,21354000000.0,-7800000000.0,-6330000000.0,,-791000000.0,13554000000,-203000000.0,-544000000.0,13351000000,12000000.0,13363000000,-2701000000.0,10662000000,,10662000000,10662000000
VAC,340222,USD,2021,Q1,2021-05-07,2021-05-07,41275000.0,41275000.0,2635000000.0,-933000000.0,1702000000.0,-1697000000.0,-488000000.0,,-132000000.0,5000000,-124000000.0,-160000000.0,-119000000,-94000000.0,-213000000,37000000.0,-176000000,,-197000000,-197000000
VALU,208845,USD,2021,Q2,2020-12-11,2020-12-11,9623896.0,9623896.0,41140000.0,-18475000.0,22665000.0,-13815000.0,-13815000.0,,,8850000,7462000.0,,16312000,7858000.0,24170000,-6235000.0,17935000,,17935000,17935000
VAL_delist,200824,USD,2017,Q2,2017-05-31,2017-05-31,79235154.0,81358665.0,4251484000.0,-2749542000.0,1501942000.0,-994907000.0,-855000000.0,-139907000.0,,507035000,-90516000.0,-90744000.0,416519000,,416519000,-79643000.0,336876000,,336876000,336876000
VAR,361284,USD,2021,Q1,2021-02-09,2021-02-09,91025000.0,91625000.0,3118100000.0,-1748700000.0,1369400000.0,-942400001.0,-656700000.0,-285700001.0,,426999999,39600000.0,-400000.0,466599999,-96600000.0,369999999,-92700000.0,277299999,0.0,277499999,277499999
VEEV,199530,USD,2021,Q1,2021-06-04,2021-06-04,150947250.0,161046500.0,1561536000.0,-430184000.0,1131352000.0,-712677000.0,-397468000.0,-315209000.0,,418675000,17349000.0,,436024000,,436024000,-27029000.0,408995000,,408995000,408995000
VERU,370817,USD,2021,Q2,2021-05-12,2021-05-12,70524116.0,71895478.0,50028416.0,-12202218.0,37826198.0,-37083232.0,-16127677.0,-20955555.0,,742966,-5008895.0,-4755769.0,-4265929,3021158.0,-1244771,768566.0,-476205,,-476205,-476205
VFC,330907,USD,2020,Q4,2021-05-27,2021-05-27,389088000.0,391082750.0,9238830000.0,-4370780000.0,4868050000.0,-4240058000.0,-4240058000.0,,,627992000,-151159000.0,-126500000.0,476833000,-20361000.0,456472000,-101566000.0,354906000,52963000.0,407869000,407869000
VIAC,378106,USD,2021,Q1,2021-05-06,2021-05-06,618000000.0,621750000.0,26198000000.0,-14992000000.0,11206000000.0,-6268000000.0,-5444000000.0,,-417000000.0,4938000000,-1062000000.0,-990000000.0,3876000000,-221000000.0,3655000000,-627000000.0,2991000000,114000000.0,2817000000,2817000000
VIDE,95336,USD,2020,Q4,2021-05-28,2021-05-28,5878000.0,6078000.0,12541000.0,-9925000.0,2616000.0,-4894000.0,-4894000.0,,,-2278000,406000.0,-4000.0,-1872000,2717000.0,845000,-33000.0,812000,77000.0,812000,812000
VLGEA,333215,USD,2021,Q3,2021-06-03,2021-06-03,14143750.0,18437750.0,1995525000.0,-1437214000.0,558311000.0,-533309000.0,-498940000.0,,-34369000.0,25002000,-346000.0,-346000.0,24656000,0.0,24656000,-4952000.0,19704000,,19704000,19704000
VMW,83200,USD,2021,Q1,2021-06-07,2021-06-07,419413750.0,422583500.0,12027000000.0,-2090000000.0,9937000000.0,-7369000000.0,-4510000000.0,-2859000000.0,,2568000000,-29000000.0,-205000000.0,2539000000,-39000000.0,2500000000,-403000000.0,2097000000,,2097000000,2097000000
